Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1
,,Solumedrol 120Mg Amp Inj B/1,Solumedrol 120Mg Amp Inj B/1,Pieces,120mg,,
,,Solumedrol 20Mg Inj B/1,Solumedrol 20Mg Inj B/1,Pieces,20mg,,
,,Solumedrol 40Mg Inj B/1,Solumedrol 40Mg  Inj B/1,Pieces,40mg,,
,,Solumedrol 40Mg Inj Umcs,Solumedrol 40Mg Inj Umcs,Boîte,40mg,,
,,Solumedrole 120Mg Inj F/1,Solumedrole 120Mg Inj F/1,Ampoule,120mg,,
,,Mixed Solute 250Ml,Solute Mixte 250Ml,Pieces,250ml,,
,,Mixed Solute 500 Ml Umcs,Solute Mixte 500 Ml Umcs,Ampoule,500 ml,,
,,Solute Mixed 500Cc Bbraun,Solute Mixte 500Cc Bbraun,Boîte,500cc,,
,,Solute Mixed 500Cc Bbraun,Solute Mixte 500Cc Bbraun,Boîte,500cc,,
,,Mixed Solute 500Ml,Solute Mixte 500Ml,Pieces,500ml,,
,,Bt Cleaning Solution,Solution Cleaning Bt,Pieces,,,
,,Feline Solution 1L,Solution De Feline 1L,Pieces,1l,,
,,Lazarus Solution,Solution De Lazarus,Pieces,,,
,,Marcano'S Solution,Solution De Marcano,Pieces,,,
,,Rinse Solution,Solution De Rincage,Pieces,,,
,,Somazina 1000Mg Amp Inj/1,Somazina 1000Mg Amp Inj/1,Ampoule,1000mg,,
,,Somazina 1000Mg Scht B/6,Somazina 1000Mg Scht B/6,Boîte,1000mg,,
,,Somazina 1000Mg Sol Buv Sach /10Ml B/6,Somazina 1000Mg Sol Buv Sach /10Ml B/6,Ampoule,1000mg/10ml,,
,,Somazina 1G Amp Inj B/1,Somazina 1G Amp Inj B/1,Pieces,1g,,
,,Somazina 1G Amp Inj B/1,Somazina 1G Amp Inj B/1,Pieces,1g,,
,,Somazina 500Mg Amp Inj 5/15,Somazina 500Mg Amp Inj 5/15,Pieces,500mg,,
,,Somazina Gtte F/30Ml,Somazina Gtte F/30Ml,Boîte,30ml,,
,,Somazina Gtes Buv Fl/30Ml,Somazina Gttes Buv Fl/30Ml,Pieces,30ml,,
,,Naso-Gastr Ch 8 Probe,Sonde  Naso-Gastr Ch 8,Pieces,,,
,,Naso-Gastr Ch10 Probe,Sonde  Naso-Gastr Ch10,Pieces,,,
,,Naso-Gastr Ch16 Probe,Sonde  Naso-Gastr Ch16,Pieces,,,
,,Suction Probe Ch 10,Sonde D Aspiration Ch 10,Pieces,,,
,,Suction Probe Ch 6,Sonde D Aspiration Ch 6,Pieces,,,
,,Suction Probe Ch 8,Sonde D Aspiration Ch 8,Pieces,,,
,,Suction Probe Ch14,Sonde D Aspiration Ch14,Pieces,,,
,,Suction Probe Ch16,Sonde D Aspiration Ch16,Pieces,,,
,,Suction Probe N°20,Sonde D Aspiration Nâ°20,Pieces,,,
,,Intubation Catheter 2.5,Sonde D Intubation 2.5,Ampoule,,,
,,Intubation Catheter 3.0,Sonde D Intubation 3.0,Boîte,,,
,,Intubation Catheter 4.0,Sonde D Intubation 4.0,Boîte,,,
,,Intubation Catheter 6.0,Sonde D Intubation 6.0,Comprimé,,,
,,Intubation Catheter 6.5,Sonde D Intubation 6.5,Ampoule,,,
,,7.0 Intubation Catheter,Sonde D Intubation 7.0,Ampoule,,,
,,7.5 Intubation Catheter,Sonde D Intubation 7.5,Ampoule,,,
,,Armed Intubation Probe 7.0,Sonde D Intubation Armee 7.0,Ampoule,,,
,,Armed Intubation Probe 7.5,Sonde D Intubation Armee 7.5,Ampoule,,,
,,Armed Intubation Probe 8.0,Sonde D Intubation Armee 8.0,Boîte,,,
,,Intubation Catheter N 3,Sonde D Intubation N 3,Pieces,,,
,,Intubation Probe N 4,Sonde D Intubation N 4,Pieces,,,
,,Intubation Catheter N 5,Sonde D Intubation N 5,Pieces,,,
,,Intubation Catheter N 5.5,Sonde D Intubation N 5.5,Pieces,,,
,,Intubation Catheter N 6,Sonde D Intubation N 6,Pieces,,,
,,Intubation Catheter N 6.5,Sonde D Intubation N 6.5,Pieces,,,
,,Intubation Catheter N 7,Sonde D Intubation N 7,Pieces,,,
,,Intubation Catheter N 7.5,Sonde D Intubation N 7.5,Pieces,,,
,,Intubation Probe N 8,Sonde D Intubation N 8,Pieces,,,
,,Duffour Or Co Probe,Sonde De Duffour Ou C.O,Comprimé,,,
,,Nephrostomy Probe,Sonde De Nephrostomie,Ampoule,,,
,,Double J Probe,Sonde Double J,Comprimé,,,
,,Endo Tracheal Tube 7.5,"Sonde Endo Tracheale 7,5",Pieces,,,
,,Endotracheal Tube Ch 7,Sonde Endotracheale Ch 7,Pieces,,,
,,Gastric Tube N 8,Sonde Gastrique N 8,Pieces,,,
,,Naso-Gastric Tube Ch 8,Sonde Naso-Gastrique  Ch 8,Pieces,,,
,,Naso-Gastric Tube Ch 14,Sonde Naso-Gastrique Ch 14,Pieces,,,
,,Naso-Gastric Tube Ch 16,Sonde Naso-Gastrique Ch 16,Pieces,,,
,,Naso-Gastric Tube Ch 18,Sonde Naso-Gastrique Ch 18,Pieces,,,
,,Naso-Gastric Tube Ch 20,Sonde Naso-Gastrique Ch 20,Pieces,,,
,,Naso-Gastric Tube Ch 5,Sonde Naso-Gastrique Ch 5,Pieces,,,
,,Naso-Gastric Tube Ch 6,Sonde Naso-Gastrique Ch 6,Pieces,,,
,,Ch 12 Noso-Gastric Tube,Sonde Noso-Gastrique Ch 12,Pieces,,,
,,Tiemann Probe,Sonde Tiemann,Boîte,,,
,,Urethral Probe,Sonde Uretrale,Boîte,,,
,,Urethral Probe,Sonde Uretrale,Vit B complexe,,,
,,Urinary Catheter 1V Ch 14,Sonde Urinaire 1V Ch 14,Pieces,,,
,,Urinary Catheter 1V Ch 18,Sonde Urinaire 1V Ch 18,Pieces,,,
,,Urinary Catheter 1V Ch 20,Sonde Urinaire 1V Ch 20,Pieces,,,
,,Urinary Catheter 2V Ch 14,Sonde Urinaire 2V Ch 14,Pieces,,,
,,Urinary Catheter 2V Ch 16,Sonde Urinaire 2V Ch 16,Pieces,,,
,,Urinary Catheter 2V Ch 18,Sonde Urinaire 2V Ch 18,Pieces,,,
,,Urinary Catheter 2V Ch 20,Sonde Urinaire 2V Ch 20,Pieces,,,
,,Urinary Catheter 2V Ch 22,Sonde Urinaire 2V Ch 22,Pieces,,,
,,Urinary Catheter 2V Ch10,Sonde Urinaire 2V Ch10,Pieces,,,
,,3 Way Urinary Catheter Ch 16,Sonde Urinaire 3 Voie Ch 16,Pieces,,,
,,Urinary Catheter Enft Ch 6,Sonde Urinaire Enft  Ch 6,Pieces,,,
,,Mixed Urinary Probe 2V Ch1,Sonde Urinaire Mixte 2V  Ch1,Pieces,,,
,,Mixed Urinary Probe 2V Ch1,Sonde Urinaire Mixte 2V  Ch1,Pieces,,,
,,Sorafenid 200Mg B/30 Cp,Sorafenid 200Mg B/30 Cp,Boîte,200mg,,
,,Soy Life Drink 500G,Soya Life Drink 500G,Pieces,500g,,
,,Soy Life Drink Bag/500G,Soya Life Drink Sach/500G,Boîte,500g,,
,,Soyalife Drink 500G,Soyalife Drink 500G,Pieces,500g,,
,,Soyalife Porridge,Soyalife Porridge,Pieces,,,
,,Spamomen 40Mg Cp B/30,Spamomen 40Mg Cp B/30,Pieces,40mg,,
,,Sparadrap 0.25M,Sparadrap 0.25M,Pieces,,,
,,Sparadrap 0.5M,Sparadrap 0.5M,Pieces,,,
,,Plastic Perforated 10Cm*5M,Sparadrap Perfore 10Cm*5M,Pieces,,,
,,Perforated Plaster 18Cm*5M,Sparadrap Perfore 18Cm*5M,Pieces,,,
,,1M Perforated Plaster,Sparadrap Perfore 1M,Pieces,,,
,,Spasfon Amp Inj B/6,Spasfon Amp Inj B/6,Pieces,,,
,,Spasfon Comp B/30,Spasfon Comp B/30,Ampoule,,,
,,Spasfon Cpr B/30,Spasfon Cpr B/30,Pieces,,,
,,Spasfon Inj Amp B/1,Spasfon Inj Amp B/1,Pieces,,,
,,Spasfon Lyoc 160 Mg Lyoph Oral B/5,Spasfon Lyoc 160 Mg Lyoph Oral B/5,Pieces,160 mg,,
,,Spasfon Lyoc 160Mg Lyoph Ora,Spasfon Lyoc 160Mg Lyoph Ora,Pieces,160mg,,
,,Spasfon Lyoc 80Mg Lyoph Oral B/10,Spasfon Lyoc 80Mg Lyoph Oral B/10,Pieces,80mg,,
,,Spasfon Suppo,Spasfon Suppo,Pieces,,,
,,Spasfon Suppo B/10,Spasfon Suppo B/10,Pieces,,,
,,Spasfon Suppo B/10 Umcs,Spasfon Suppo B/10 Umcs,Pieces,,,
,,Spasmag Sol Buv Amp/5Ml,Spasmag Sol Buv Amp/5Ml,Flacon,5ml,,
,,Spasmofree Inj B/30,Spasmofree Inj B/30,Pieces,,,
,,Spasmomen 40Mg 30 Cp,Spasmomen 40Mg 30 Cp,Pieces,40mg,,
,,Spasmomen 40Mg Cp B/15,Spasmomen 40Mg Cp B/15,Comprimé,40mg,,
,,Speculum Sterile Uu Pm B/1,Speculum  Sterile Uu Pm B/1,Pieces,,,
,,Speculum Sterile Uu Gm B/1,Speculum Sterile Uu Gm B/1,Pieces,,,
,,Speculum Sterile Uu Medium B/1,Speculum Sterile Uu Moyen B/1,Pieces,,,
,,Spifen 400Mg Sachet Dose B/20,Spifen 400Mg Sachet Dose B/20,Pieces,400mg,,
,,Spiralide 3Mui Cp B/10,Spiralide 3Mui Cp B/10,Boîte,,,
,,Sr 1107 Black/Gold,Sr 1107 Noir/Or,Pieces,,,
,,Sr 60002 Purple Silver,Sr 60002 Violet Argent,Pieces,,,
,,Sr 6002 Col T 53-16-138 Military Golden Sky Blue,Sr 6002 Col T 53-16-138 Militaire Dore Bleu Ciel,Pieces,,,
,,Sr 8006 C5 Orange Yellow,Sr 8006 C5 Orange Jaune,Pieces,,,
,,Sr 8006 Green Orange,Sr 8006 Vert Orange,Pieces,,,
,,Sr 80568 Sky Color,Sr 80568 Couleur Ciel,Pieces,,,
,,Sr 8329 Pink Green,Sr 8329 Rose Vert,Pieces,,,
,,Sr Burgundy/Branch,Sr Bordeau/Branche,Pieces,,,
,,Sr Brille T 53-17-135 Silver/B Black Transp Blue,Sr Brille T 53-17-135 Argent/B Noir Bleu Transp,Pieces,,,
,,Sr Cx J17010C3 T 55-18-145 Night Blue Silver,Sr Cx J17010C3 T 55-18-145 Bleu Nuit Argente,Pieces,,,
,,Sr Cx-17030 C1 Black Green Temples,Sr Cx-17030 C1 Noir Branches Vertes,Pieces,,,
,,Sr Dn 6279 Khaki,Sr Dn 6279 Kaki,Pieces,,,
,,Sr G Gray Purple,Sr G Gris Mauve,Pieces,,,
,,Sr Brown Silver,Sr Marron Argent,Pieces,,,
,,Sr Orange,Sr Orange,Pieces,,,
,,Sr Pa 015 T 52-16-140 Wood,Sr Pa 015 T 52-16-140 Bois,Pieces,,,
,,Sr Pln-60022 Black Gold Red,Sr Pln-60022 Noir Dore Rouge,Pieces,,,
,,Sr R 4033 Burgundy Brown,Sr R 4033 Bordeau Marron,Pieces,,,
,,Sr R 4033 Chocolate Brown,Sr R 4033 Chocolat Marron,Pieces,,,
,,Sr Salmon,Sr Saumon,Pieces,,,
,,Sr Tr 90 8007 Purple Blue,Sr Tr 90 8007 Violet Bleu,Pieces,,,
,,Sr Tr-Ro569 C7 T 54-17-140 Purple Black,Sr Tr-Ro569 C7 T 54-17-140 Violet Noir,Pieces,,,
,,Sr Leaf Green/White Lemon Green,Sr Vert Feuille/Blanvvert Citron,Pieces,,,
,,Sr Green Olive Lake,Sr Vert Olive Lake,Pieces,,,
,,Sr Purple Orange,Sr Violet Orange,Pieces,,,
,,Ors+Zinc Kit B/2 Sachet,Sro+Zinc Kit B/2 Sachet,Pieces,,,
,,Ss Agar,Ss Agar,Pieces,,,
,,St Moritz T 47-30-003 Nylor Blue Gray,St Moritz T 47-30-003 Nylor Bleu Gris,Pieces,,,
,,Stagyl 1000Mg Cp B/2,Stagyl 1000Mg Cp B/2,Pieces,1000mg,,
,,Starbalm Cold Gel,Starbalm Cold Gel,Comprimé,,,
,,Starbalm Cold Spray,Starbalm Cold Spray,Pieces,,,
,,Starbalm Extra Strong 25G,Starbalm Extra Strong 25G,Comprimé,25g,,
,,Starbalm Heat Patches,Starbalm Heat Patches,Flacon,,,
,,Starbalm Liquid Oil 50Ml,Starbalm Liquid Oil 50Ml,Comprimé,50ml,,
,,Starbalm Liquid Oral 50Ml,Starbalm Liquid Oral 50Ml,Ampoule,50ml,,
,,Starbalm Massage Cream Blue,Starbalm Massage Cream Blue,Ampoule,,,
,,Starbalm Massage Cream Red,Starbalm Massage Cream Red,Comprimé,,,
,,Starbalm Massage Lotion,Starbalm Massage Lotion,Boîte,,,
,,Starbalm Sport Tape,Starbalm Sport Tape,Boîte,,,
,,Starbalm Warm Gel,Starbalm Warm Gel,Flacon,,,
,,Starbalm Warm Roll On,Starbalm Warm Roll On,Boîte,,,
,,Starbalm Warm Spray,Starbalm Warm Spray,Ampoule,,,
,,Steranios 2% B/5L,Steranios 2% B/5L,Pieces,2%/5l,,
,,Steranios 20% B/5L,Steranios 20% B/5L,Pieces,20%/5l,,
,,Sterdex Pde Oph Caps B/12,Sterdex Pde Oph Caps B/12,Ampoule,,,
,,Sterdex Ointment Opht B/12,Sterdex Pommade Opht  B/12,Comprimé,,,
,,"Sterimar Sol Nas, 50Ml","Sterimar Sol Nas, 50Ml",Pieces,50ml,,
,,Steritax 1G Inj,Steritax 1G Inj,Ampoule,1g,,
,,Covid Stethoscopes,Stetoscopes Covid,Pieces,,,
,,Stimol 1G B/10 Amp,Stimol 1G B/10 Amp,Pieces,1g,,
,,Stimol 1G Sol Buv Amp/10Ml B/18,Stimol 1G Sol Buv Amp/10Ml B/18,Pieces,10ml,,
,,Stiton 9 Sp F/200Ml,Stiton 9 Sp F/200Ml,Boîte,200ml,,
,,Stop Infusion B/50,Stop Perfusion B/50,Pieces,,,
,,Stresam Gel B/24,Stresam Gel B/24,Pieces,,,
,,Stresam Gel B/60,Stresam Gel B/60,Pieces,,,
,,Stresam Gel B/60,Stresam Gel B/60,Pieces,,,
,,Stresam Gelu Bt/24,Stresam Gelu Bt/24,Ampoule,,,
,,Strimol Extra Cp B/20,Strimol Extra Cp B/20,Ampoule,,,
,,Strimol Extra Cpr B/20,Strimol Extra Cpr B/20,Flacon,,,
,,Structum 500Mg Capsule B/60,Structum 500Mg Gelul B/60,Pieces,500mg,,
,,Supirocin Pde T/15G,Supirocin Pde T/15G,Boîte,15g,,
,,Supplin 100Mg Inj Iv Fl/100M,Supplin 100Mg Inj Iv Fl/100M,Pieces,100mg,,
,,Supplin 500 Mg Cp B/20,Supplin 500 Mg Cp B/20,Pieces,500 mg,,
,,Supplin 500Mg Cp B/20,Supplin 500Mg Cp B/20,Pieces,500mg,,
,,Supradyn Lemon Cpr Effv B/10,Supradyn Citron Cpr Effv B/10,Comprimé,,,
,,Supralox Susp Buv Fl/250Ml,Supralox Susp Buv Fl/250Ml,Comprimé,250ml,,
,,Minsante Overcoat,Surblouse Minsante,Pieces,,,
,,Covid Overshoe,Surchaussure Covid,Pieces,,,
,,Surdex Sp F/60Ml,Surdex Sp F/60Ml,Pieces,60ml,,
,,Surdex Sp F/60Ml,Surdex Sp F/60Ml,Comprimé,60ml,,
,,Surfa Safe Premium Fl/750Ml,Surfa Safe Premium Fl/750Ml,Pieces,750ml,,
,,Surfactant Bt,Surfactant Bt,Pieces,,,
,,Surgicel B/1,Surgicel B/1,Pieces,,,
,,Surgicel Neurorochir,Surgicel Neurorochir,Boîte,,,
,,Overmenality 200 Mg Cp B/30,Surmenalit 200 Mg Cp B/30,Ampoule,200mg,,
,,Overmenality 200Mg Comp B/30,Surmenalit 200Mg Comp B/30,Ampoule,200mg,,
,,Surquina 245Mg 1Ml Inj B/50,Surquina 245Mg 1Ml Inj B/50,Pieces,245mg/1ml,,
,,Surquina 250Mg B/18 Cp,Surquina 250Mg B/18 Cp,Pieces,250mg,,
,,Surquina 250Mg Cpr Secab B/18,Surquina 250Mg Cpr Secab B/18,Boîte,250mg,,
,,Surquina 490Mg 2Ml Inj B/1,Surquina 490Mg 2Ml Inj B/1,Pieces,490mg/2ml,,
,,Sutrilneo 10Mg B/30 Cp,Sutrilneo 10Mg B/30 Cp,Pieces,10mg,,
,,Sv White Negatives,Sv Blanc Negatifs,Pieces,,,
,,Sv White Positive,Sv Blanc Positifs,Pieces,,,
,,Sv Photo Ar Negatives,Sv Photo Ar Negatifs,Pieces,,,
,,Sv Photo Ar Positive,Sv Photo Ar Positifs,Pieces,,,
,,Swaroski,Swaroski,Pieces,,,
,,Swarovki 1940 Black Orange,Swarovki 1940 Noir Orange,Pieces,,,
,,Transparent Black 1940 Swarovki,Swarovki 1940 Noir Transparent,Pieces,,,
,,Swarovki 1940Brown/White,Swarovki 1940Marron/Blanche,Pieces,,,
,,Symbicort 400Mg G12 Turbuh D,Symbicort 400Mg G12 Turbuh D,Pieces,400mg,,
,,Symbicort Turb 100Mcg/6Mcg Dose/120,Symbicort Turb 100Mcg/6Mcg Dose/120,Pieces,,,
,,Symbicort Turb 200Mcg/6Mcg Dose/120,Symbicort Turb 200Mcg/6Mcg Dose/120,Pieces,,,
,,Sympathyl Cp Pell B/40,Sympathyl Cp Pell B/40,Pieces,,,
,,Syntocinon Inj B/3 Amp,Syntocinon Inj  B/3 Amp,Pieces,,,
,,T-Dol 100Mg Amp Inj B/1,T-Dol 100Mg Amp Inj B/1,Pieces,100mg,,
,,Taardyyfer 800 B/300,Taardyyfer 800 B/300,Pieces,,,
,,Tadenan Caps 50Mg B/30,Tadenan Caps 50Mg B/30,Pieces,50mg,,
,,Tamlodi 10Mg Cp B/30,Tamlodi 10Mg Cp B/30,Ampoule,10mg,,
,,Tanagel Gel B/15,Tanagel Gel B/15,Pieces,,,
,,Tanakan 40 Mg Cp B/30,Tanakan 40 Mg Cp B/30,Pieces,40 mg,,
,,Tanakan 40Mg Cpr B/30,Tanakan 40Mg Cpr B/30,Pieces,40mg,,
,,Tanganil 500Mg Cp B/30,Tanganil 500Mg Cp B/30,Pieces,500mg,,
,,Tanganil 500Mg Inj Amp5Ml B/,Tanganil 500Mg Inj Amp5Ml B/,Pieces,500mg,,
,,Tanganilpro 500Mg Cpr B/20,Tanganilpro 500Mg Cpr B/20,Boîte,500mg,,
,,Tardyferon 80Mg Cp B/30,Tardyferon 80Mg Cp B/30,Pieces,80mg,,
,,Tardyferon B9 Cpr B/30,Tardyferon B9 Cpr B/30,Pieces,,,
,,Tevanic 500Mg Cp/5,Tavanic 500Mg Cp/5,Pieces,500mg,,
,,Tevanic 500Mg Cpr Pel Secab 5,Tavanic 500Mg Cpr Pel Secab 5,Ampoule,500mg,,
,,Tevanic 5Mg/Ml Sol Perf F/10,Tavanic 5Mg/Ml Sol Perf F/10,Pieces,5mg/ml,,
,,Taxefim 1G/5Ml Amp Inj B/1,Taxefim 1G/5Ml Amp Inj B/1,Pieces,1g/5ml,,
,,Taxim O 200Mg Cp B/10,Taxim O 200Mg Cp B/10,Pieces,200mg,,
,,Taxim O 200Mg Cp B/10,Taxim O 200Mg Cp B/10,Comprimé,200mg,,
,,Tazomed 4.5 Inj B/1,Tazomed 4.5 Inj B/1,Ampoule,,,
,,Tor,Tdr,Pieces,,,
,,Tor + 5 Years,Tdr + 5 Ans,Ampoule,,,
,,Tdr Palu - 5 Years,Tdr Palu - 5Ans,Pieces,,,
,,Teen Derm Exfoliating Clean Gel T/150Ml,Teen Derm Gel Nett Exfoliant T/150Ml,Ampoule,150ml,,
,,Tegretol 200 Mg Cp B/50,Tegretol 200 Mg Cp B/50,Pieces,200 mg,,
,,Tegretol 200 Mg Cp B/50,Tegretol 200 Mg Cp B/50,Pieces,200 mg,,
,,Tegretol Cp 200Mg B/50,Tegretol Cp 200Mg B/50,Ampoule,200mg,,
,,Tegretol Lp 200Mg Cpr B/30,Tegretol Lp 200Mg Cpr B/30,Pieces,200mg,,
,,Tegretol Lp 400Mg Comp B/30,Tegretol Lp 400Mg Comp B/30,Pieces,400mg,,
,,Tegretol Lp 400Mg Cp B/30,Tegretol Lp 400Mg Cp B/30,Pieces,400mg,,
,,Teguma 1% Cr T/15G,Teguma 1% Cr T/15G,Ampoule,1%/15g,,
,,Teguma 1% Cream T/15G,Teguma 1% Creme T/15G,Ampoule,1%/15g,,
,,Teguma 250Mg Cpr B/28,Teguma 250Mg Cpr B/28,Ampoule,250mg,,
,,Telebrix 35 Inj 100Ml B/1,Telebrix 35 Inj 100Ml B/1,Pieces,100ml,,
,,Telebrix 35 Inj 50Ml B/1,Telebrix 35 Inj 50Ml B/1,Pieces,50ml,,
,,Telebrix 35 Sol Inj Iv Fl/ 5,Telebrix 35 Sol Inj Iv Fl/ 5,Pieces,,,
,,Telebrix Hystero Inj Fl/20Ml,Telebrix Hystero Inj Fl/20Ml,Pieces,20ml,,
,,Telmis-A80Mg/10Mg Cp B/28,Telmis-A80Mg/10Mg Cp B/28,Boîte,80mg/10mg,,
,,Telmis-H 40Mg/12.5Mg,Telmis-H 40Mg/12.5Mg,Flacon,40mg/12.5mg,,
,,Temerit 5Mg Cp B/30,Temerit 5Mg Cp B/30,Ampoule,5mg,,
,,Temerit 5Mg Cp B/30,Temerit 5Mg Cp B/30,Boîte,5mg,,
,,Temerit Duo 5Mg/12.5Mg Cp B/30,Temerit Duo 5Mg/12.5Mg Cp B/30,Boîte,5mg/12.5mg,,
,,Temerit Duo 5Mg/25Mg Cp B/30,Temerit Duo 5Mg/25Mg Cp B/30,Flacon,5mg/25mg,,
,,Temesta 2.5Mg Cpr B/30,"Temesta 2,5Mg  Cpr B/30",Pieces,2.5mg,,
,,Temgesic 0.2Mg Cpr B/20,"Temgesic 0,2Mg Cpr B/20",Pieces,0.2mg,,
,,Temgesic 0.3Mg Inj Amp 1Ml,"Temgesic 0,3Mg Inj Amp 1Ml",Pieces,0.3mg,,
,,Tenoretic 50Mg/12.5 Cp B/28,"Tenoretic 50Mg/12,5 Cp B/28",Pieces,50mg,,
,,Tenormin 100Mg Cp B/28,Tenormine 100Mg Cp B/28,Ampoule,100mg,,
,,Tensicard Am 50/5Mg Cpr B/30,Tensicard Am 50/5Mg Cpr B/30,Boîte,5mg,,
,,Tensoplast Dna/Adh,Tensoplast Ad.N/Adh,Pieces,,,
,,Tensoplast Hb Adh.Band 20Cm,Tensoplast Hb Bande Adh.20Cm,Pieces,,,
,,Tergynan Comp Gyneco B/6,Tergynan Comp Gyneco B/6,Ampoule,,,
,,Terpone Ad Syrup F/180Ml,Terpone Ad Sirop F/180Ml,Boîte,180ml,,
,,Terpone Enf Sp F/180Ml,Terpone Enf Sp F/180Ml,Boîte,180ml,,
,,Terpone Enf Sp F/180Ml,Terpone Enf Sp F/180Ml,Pieces,180ml,,
,,Terpone Sp Ad 180Ml,Terpone Sp Ad 180Ml,Pieces,180ml,,
,,Rapid Diagnostic Test (+5 Years) Paid,Test De Diagnostic Rapide (+5Ans) Payant,Pieces,,,
,,Rapid Diagnostic Test (0-5 Years) Free,Test De Diagnostic Rapide (0-5Ans) Gratuit,Pieces,,,
,,Tetanea 1500Ui/Ml Ser B/20,Tetanea 1500Ui/Ml Ser B/20,Pieces,1500ml,,
,,Tetanus Antitoxin 1500Ui Inj B/1,Tetanus Antitoxin 1500Ui Inj B/1,Boîte,,,
,,The One Fa03 Nylor Blue,The One Fa03 Nylor Bleu,Pieces,,,
,,Theralene 0.05% Syrup F/150Ml,Theralene 0.05% Sirop F/150Ml,Boîte,0.05%/150ml,,
,,Thermoflash,Thermoflash,Pieces,,,
,,Infra Red Thermometer,Thermometre A Infra Rouge,Pieces,,,
,,Infra Red Thermometer,Thermometre A Infra Rouge,Pieces,,,
,,Ear Thermometer,Thermometre Auriculaire,Pieces,,,
,,Digital Thermometer,Thermometre Digital,Pieces,,,
,,Electro Eco B/1 Thermometer,Thermometre Electro Eco B/1,Ampoule,,,
,,Medical Thermometer Wed. B/,Thermometre Medical Merc. B/,Pieces,,,
,,Thiobactin 500Mg B/24,Thiobactin 500Mg B/24,Pieces,500mg,,
,,Thiobactin 750Mg Inj B/1,Thiobactin 750Mg Inj B/1,Pieces,750mg,,
,,Thiopental 1G Inj Fl/20Ml,Thiopental 1G Inj Fl/20Ml,Pieces,20ml,,
,,Tiapridal 100Mg Cp B/20,Tiapridal 100Mg Cp B/20,Pieces,100mg,,
,,Tiapridal 100Mg Cpr B/20,Tiapridal 100Mg Cpr B/20,Pieces,100mg,,
,,Tiberal 500 Mg Cp B/10,Tiberal 500 Mg Cp B/10,Pieces,500 mg,,
,,Tienam Inj,Tienam Inj,Pieces,,,
,,Tiffanya Co Tf 2157A 8001 T 53-15-135 Black White,Tiffanya Co Tf 2157A 8001 T 53-15-135 Noir Blanc,Pieces,,,
,,Dorso Lumbar Rod,Tige Dorso Lombaire,Boîte,,,
,,Titanium Rod,Tige En Titane,Ampoule,,,
,,Tinazol 500Mg Cp B/4,Tinazol 500Mg Cp B/4,Pieces,500mg,,
,,Tinazol 600Mg Tab,Tinazol 600 Mg Cp,Ampoule,600mg,,
,,Tiorfan 100Mg Gel B/20,Tiorfan 100Mg Gel B/20,Ampoule,100mg,,
,,Tiorfan 100Mg Gel B/20,Tiorfan 100Mg Gel B/20,Comprimé,100mg,,
,,Tiorfan 10Mg Bb Powder Sach B/16,Tiorfan 10Mg Bb Poudre Sach B/16,Comprimé,10mg,,
,,Tiorfan 30Mg Sachet Enft,Tiorfan 30Mg Sachet Enft,Pieces,30mg,,
,,Tips-Haler Chbre Inh+Masq Bb,Tips-Haler Chbre Inh+Masq Bb,Pieces,,,
,,Tips-Haler Bedroom Inh+Child Mask,Tips-Haler Chbre Inh+Masq Enf,Pieces,,,
,,Yellow Tire,Tire Jaune,Pieces,,,
,,Tire Nerf White,Tire Nerf Blanc,Pieces,,,
,,Tire Nerf Blue,Tire Nerf Bleu,Pieces,,,
,,Tire Nerf Red,Tire Nerf Rouge,Pieces,,,
,,Green Nerf Tire,Tire Nerf Vert,Pieces,,,
,,Titanoreine Cream T/20G,Titanoreine Creme T/20G,Pieces,20g,,
,,Tobradex Cly Fl/5Ml,Tobradex Cly Fl/5Ml,Boîte,5ml,,
,,Tobradex Eye Drops,Tobradex Collyre,Ampoule,,,
,,Tobradex Pde Opht,Tobradex Pde Opht,Ampoule,,,
,,Tobrex Eye Drops,Tobrex Collyre,Ampoule,,,
,,Tobrex Eye Drops Fp 5Ml,Tobrex Collyre Fp 5Ml,Comprimé,5ml,,
,,Toco 500 Caps B/30,Toco 500 Caps B/30,Pieces,,,
,,Toco 500Mg Cp B/30,Toco 500Mg Cp B/30,Pieces,500mg,,
,,Tom Ford,Tom Ford,Pieces,,,
,,Tomford 5190 Black/Blue,Tomford 5190 Noir/Bleu,Pieces,,,
,,Tomford Et 5348 C10 T 53-20-140 Red Silver,Tomford Et 5348 C10 T 53-20-140 Rouge Argent,Pieces,,,
,,Tomford Et 5348 C9 T 53-20-140 Black Gold,Tomford Et 5348 C9 T 53-20-140 Noir Dore,Pieces,,,
,,Tomfort 2035C32 Soumon/Black,Tomfort 2035C32 Soumon/Noir,Pieces,,,
,,Tomfort 2035C78Pink/Purple,Tomfort 2035C78Rose/Violet,Pieces,,,
,,Tomfort 5268 Black/Brown,Tomfort 5268 Noir/Marron,Pieces,,,
,,Tomfort 5268 Black/Red,Tomfort 5268 Noir/Roange,Pieces,,,
,,Tomfort 5268 Black/Red,Tomfort 5268 Noir/Rouge,Pieces,,,
,,Tommy,Tommy,Pieces,,,
,,Tommy Fashion Black Silver,Tommy Fashion Noir Argent,Pieces,,,
,,Tonifer Sp 200Ml,Tonifer Sp 200Ml,Boîte,200ml,,
